Item	workerid	Rating	Partitive	StrengthSome	Mention	Subjecthood	Modification	Sentence	SentenceLength	Trial
118734:78	164	7	yes	5	med	other	unmodified	and, um, i think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems.	27	19
118734:78	213	7	yes	5	med	other	unmodified	and, um, i think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems.	27	19
118734:78	219	6	yes	5	med	other	unmodified	and, um, i think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems.	27	19
118734:78	113	6	yes	5	med	other	unmodified	and, um, i think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems.	27	19
118734:78	123	5	yes	5	med	other	unmodified	and, um, i think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems.	27	19
118734:78	84	5	yes	5	med	other	unmodified	and, um, i think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems.	27	19
20170:26	99	2	no	6.5	med	other	modified	there are, were some, uh, regulations  over, i don't know whether they're laws passed or, or whatever they're called  , uh, just recently, where, uh, people with certain diseases can not be excluded , uh, from, uh, immigration .	41	19
20170:26	170	2	no	6.5	med	other	modified	there are, were some, uh, regulations  over, i don't know whether they're laws passed or, or whatever they're called  , uh, just recently, where, uh, people with certain diseases can not be excluded , uh, from, uh, immigration .	41	19
20170:26	115	3	no	6.5	med	other	modified	there are, were some, uh, regulations  over, i don't know whether they're laws passed or, or whatever they're called  , uh, just recently, where, uh, people with certain diseases can not be excluded , uh, from, uh, immigration .	41	19
20170:26	103	6	no	6.5	med	other	modified	there are, were some, uh, regulations  over, i don't know whether they're laws passed or, or whatever they're called  , uh, just recently, where, uh, people with certain diseases can not be excluded , uh, from, uh, immigration .	41	19
20170:26	187	2	no	6.5	med	other	modified	there are, were some, uh, regulations  over, i don't know whether they're laws passed or, or whatever they're called  , uh, just recently, where, uh, people with certain diseases can not be excluded , uh, from, uh, immigration .	41	19
20170:26	148	5	no	6.5	med	other	modified	there are, were some, uh, regulations  over, i don't know whether they're laws passed or, or whatever they're called  , uh, just recently, where, uh, people with certain diseases can not be excluded , uh, from, uh, immigration .	41	19
20170:26	240	1	no	6.5	med	other	modified	there are, were some, uh, regulations  over, i don't know whether they're laws passed or, or whatever they're called  , uh, just recently, where, uh, people with certain diseases can not be excluded , uh, from, uh, immigration .	41	19
20170:26	78	4	no	6.5	med	other	modified	there are, were some, uh, regulations  over, i don't know whether they're laws passed or, or whatever they're called  , uh, just recently, where, uh, people with certain diseases can not be excluded , uh, from, uh, immigration .	41	19
20170:26	131	1	no	6.5	med	other	modified	there are, were some, uh, regulations  over, i don't know whether they're laws passed or, or whatever they're called  , uh, just recently, where, uh, people with certain diseases can not be excluded , uh, from, uh, immigration .	41	19
20170:26	191	5	no	6.5	med	other	modified	there are, were some, uh, regulations  over, i don't know whether they're laws passed or, or whatever they're called  , uh, just recently, where, uh, people with certain diseases can not be excluded , uh, from, uh, immigration .	41	19
61000:7	88	5	yes	5.7	med	subject	modified	and some of the people that  work there have told me that when they have inspectors coming  they, you know, shut down everything and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed  to be dumping ,	51	19
61000:7	144	6	yes	5.7	med	subject	modified	and some of the people that  work there have told me that when they have inspectors coming  they, you know, shut down everything and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed  to be dumping ,	51	19
61000:7	187	4	yes	5.7	med	subject	modified	and some of the people that  work there have told me that when they have inspectors coming  they, you know, shut down everything and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed  to be dumping ,	51	19
61000:7	93	3	yes	5.7	med	subject	modified	and some of the people that  work there have told me that when they have inspectors coming  they, you know, shut down everything and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed  to be dumping ,	51	19
61000:7	116	6	yes	5.7	med	subject	modified	and some of the people that  work there have told me that when they have inspectors coming  they, you know, shut down everything and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed  to be dumping ,	51	19
61000:7	135	6	yes	5.7	med	subject	modified	and some of the people that  work there have told me that when they have inspectors coming  they, you know, shut down everything and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed  to be dumping ,	51	19
61000:7	95	7	yes	5.7	med	subject	modified	and some of the people that  work there have told me that when they have inspectors coming  they, you know, shut down everything and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed  to be dumping ,	51	19
61000:7	131	5	yes	5.7	med	subject	modified	and some of the people that  work there have told me that when they have inspectors coming  they, you know, shut down everything and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed  to be dumping ,	51	19
61000:7	90	6	yes	5.7	med	subject	modified	and some of the people that  work there have told me that when they have inspectors coming  they, you know, shut down everything and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed  to be dumping ,	51	19
61000:7	104	7	yes	5.7	med	subject	modified	and some of the people that  work there have told me that when they have inspectors coming  they, you know, shut down everything and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed  to be dumping ,	51	19
22992:33	187	4	no	5.8	med	subject	unmodified	and then on the other hand, i've seen some people go into the nursing home and just so happy you know.	21	19
22992:33	191	4	no	5.8	med	subject	unmodified	and then on the other hand, i've seen some people go into the nursing home and just so happy you know.	21	19
22992:33	83	7	no	5.8	med	subject	unmodified	and then on the other hand, i've seen some people go into the nursing home and just so happy you know.	21	19
22992:33	148	6	no	5.8	med	subject	unmodified	and then on the other hand, i've seen some people go into the nursing home and just so happy you know.	21	19
22992:33	216	7	no	5.8	med	subject	unmodified	and then on the other hand, i've seen some people go into the nursing home and just so happy you know.	21	19
22992:33	192	6	no	5.8	med	subject	unmodified	and then on the other hand, i've seen some people go into the nursing home and just so happy you know.	21	19
22992:33	141	6	no	5.8	med	subject	unmodified	and then on the other hand, i've seen some people go into the nursing home and just so happy you know.	21	19
22992:33	72	6	no	5.8	med	subject	unmodified	and then on the other hand, i've seen some people go into the nursing home and just so happy you know.	21	19
22992:33	199	5	no	5.8	med	subject	unmodified	and then on the other hand, i've seen some people go into the nursing home and just so happy you know.	21	19
22992:33	103	6	no	5.8	med	subject	unmodified	and then on the other hand, i've seen some people go into the nursing home and just so happy you know.	21	19
31987:28	91	6	no	5.9	med	other	unmodified	you know, after a while you make some stuff,	9	19
31987:28	56	1	no	5.9	med	other	unmodified	you know, after a while you make some stuff,	9	19
31987:28	88	1	no	5.9	med	other	unmodified	you know, after a while you make some stuff,	9	19
31987:28	103	1	no	5.9	med	other	unmodified	you know, after a while you make some stuff,	9	19
31987:28	113	1	no	5.9	med	other	unmodified	you know, after a while you make some stuff,	9	19
31987:28	215	2	no	5.9	med	other	unmodified	you know, after a while you make some stuff,	9	19
31987:28	120	2	no	5.9	med	other	unmodified	you know, after a while you make some stuff,	9	19
31987:28	117	1	no	5.9	med	other	unmodified	you know, after a while you make some stuff,	9	19
31987:28	50	1	no	5.9	med	other	unmodified	you know, after a while you make some stuff,	9	19
31987:28	121	1	no	5.9	med	other	unmodified	you know, after a while you make some stuff,	9	19
13983:93	103	2	no	6.4	med	other	unmodified	i, i, you know, i think that we have a bunch of elderly folks in the country that  could use some help	23	19
13983:93	226	1	no	6.4	med	other	unmodified	i, i, you know, i think that we have a bunch of elderly folks in the country that  could use some help	23	19
13983:93	187	2	no	6.4	med	other	unmodified	i, i, you know, i think that we have a bunch of elderly folks in the country that  could use some help	23	19
13983:93	231	2	no	6.4	med	other	unmodified	i, i, you know, i think that we have a bunch of elderly folks in the country that  could use some help	23	19
13983:93	95	1	no	6.4	med	other	unmodified	i, i, you know, i think that we have a bunch of elderly folks in the country that  could use some help	23	19
13983:93	214	2	no	6.4	med	other	unmodified	i, i, you know, i think that we have a bunch of elderly folks in the country that  could use some help	23	19
13983:93	56	2	no	6.4	med	other	unmodified	i, i, you know, i think that we have a bunch of elderly folks in the country that  could use some help	23	19
13983:93	168	4	no	6.4	med	other	unmodified	i, i, you know, i think that we have a bunch of elderly folks in the country that  could use some help	23	19
13983:93	192	1	no	6.4	med	other	unmodified	i, i, you know, i think that we have a bunch of elderly folks in the country that  could use some help	23	19
13983:93	136	1	no	6.4	med	other	unmodified	i, i, you know, i think that we have a bunch of elderly folks in the country that  could use some help	23	19
19933:5	211	4	yes	5.2	old	subject	unmodified	some of those get very philosophical	6	19
19933:5	86	7	yes	5.2	old	subject	unmodified	some of those get very philosophical	6	19
19933:5	145	5	yes	5.2	old	subject	unmodified	some of those get very philosophical	6	19
19933:5	199	5	yes	5.2	old	subject	unmodified	some of those get very philosophical	6	19
19933:5	187	7	yes	5.2	old	subject	unmodified	some of those get very philosophical	6	19
19933:5	241	3	yes	5.2	old	subject	unmodified	some of those get very philosophical	6	19
19933:5	206	7	yes	5.2	old	subject	unmodified	some of those get very philosophical	6	19
19933:5	242	7	yes	5.2	old	subject	unmodified	some of those get very philosophical	6	19
19933:5	153	6	yes	5.2	old	subject	unmodified	some of those get very philosophical	6	19
19933:5	68	7	yes	5.2	old	subject	unmodified	some of those get very philosophical	6	19
48706:4	94	4	no	3.9	med	subject	unmodified	some things we can't do ,	6	19
48706:4	77	2	no	3.9	med	subject	unmodified	some things we can't do ,	6	19
48706:4	196	3	no	3.9	med	subject	unmodified	some things we can't do ,	6	19
48706:4	183	7	no	3.9	med	subject	unmodified	some things we can't do ,	6	19
48706:4	157	2	no	3.9	med	subject	unmodified	some things we can't do ,	6	19
48706:4	132	5	no	3.9	med	subject	unmodified	some things we can't do ,	6	19
48706:4	193	7	no	3.9	med	subject	unmodified	some things we can't do ,	6	19
48706:4	113	1	no	3.9	med	subject	unmodified	some things we can't do ,	6	19
48706:4	88	2	no	3.9	med	subject	unmodified	some things we can't do ,	6	19
48706:4	187	6	no	3.9	med	subject	unmodified	some things we can't do ,	6	19
41717:66	52	7	yes	6.1	med	subject	unmodified	well i feel like too, on the job, when, you know, there's men around and some of the managers are men , you just, you know, you don't want them looking at your legs necessarily.	35	19
41717:66	56	7	yes	6.1	med	subject	unmodified	well i feel like too, on the job, when, you know, there's men around and some of the managers are men , you just, you know, you don't want them looking at your legs necessarily.	35	19
41717:66	115	6	yes	6.1	med	subject	unmodified	well i feel like too, on the job, when, you know, there's men around and some of the managers are men , you just, you know, you don't want them looking at your legs necessarily.	35	19
41717:66	192	6	yes	6.1	med	subject	unmodified	well i feel like too, on the job, when, you know, there's men around and some of the managers are men , you just, you know, you don't want them looking at your legs necessarily.	35	19
41717:66	60	6	yes	6.1	med	subject	unmodified	well i feel like too, on the job, when, you know, there's men around and some of the managers are men , you just, you know, you don't want them looking at your legs necessarily.	35	19
41717:66	84	4	yes	6.1	med	subject	unmodified	well i feel like too, on the job, when, you know, there's men around and some of the managers are men , you just, you know, you don't want them looking at your legs necessarily.	35	19
41717:66	70	6	yes	6.1	med	subject	unmodified	well i feel like too, on the job, when, you know, there's men around and some of the managers are men , you just, you know, you don't want them looking at your legs necessarily.	35	19
41717:66	191	4	yes	6.1	med	subject	unmodified	well i feel like too, on the job, when, you know, there's men around and some of the managers are men , you just, you know, you don't want them looking at your legs necessarily.	35	19
41717:66	55	7	yes	6.1	med	subject	unmodified	well i feel like too, on the job, when, you know, there's men around and some of the managers are men , you just, you know, you don't want them looking at your legs necessarily.	35	19
41717:66	121	7	yes	6.1	med	subject	unmodified	well i feel like too, on the job, when, you know, there's men around and some of the managers are men , you just, you know, you don't want them looking at your legs necessarily.	35	19
163234:34	192	6	yes	5.4	med	subject	unmodified	but i, i do know some of these places were doing that	12	19
163234:34	71	7	yes	5.4	med	subject	unmodified	but i, i do know some of these places were doing that	12	19
163234:34	187	5	yes	5.4	med	subject	unmodified	but i, i do know some of these places were doing that	12	19
163234:34	146	7	yes	5.4	med	subject	unmodified	but i, i do know some of these places were doing that	12	19
163234:34	202	7	yes	5.4	med	subject	unmodified	but i, i do know some of these places were doing that	12	19
163234:34	143	6	yes	5.4	med	subject	unmodified	but i, i do know some of these places were doing that	12	19
163234:34	182	7	yes	5.4	med	subject	unmodified	but i, i do know some of these places were doing that	12	19
163234:34	134	4	yes	5.4	med	subject	unmodified	but i, i do know some of these places were doing that	12	19
163234:34	180	6	yes	5.4	med	subject	unmodified	but i, i do know some of these places were doing that	12	19
163234:34	176	7	yes	5.4	med	subject	unmodified	but i, i do know some of these places were doing that	12	19
16640:26	108	6	yes	4.1	med	other	modified	i, i like some of his songs, though.	8	19
16640:26	113	7	yes	4.1	med	other	modified	i, i like some of his songs, though.	8	19
16640:26	88	7	yes	4.1	med	other	modified	i, i like some of his songs, though.	8	19
16640:26	214	5	yes	4.1	med	other	modified	i, i like some of his songs, though.	8	19
16640:26	241	7	yes	4.1	med	other	modified	i, i like some of his songs, though.	8	19
16640:26	60	1	yes	4.1	med	other	modified	i, i like some of his songs, though.	8	19
16640:26	199	7	yes	4.1	med	other	modified	i, i like some of his songs, though.	8	19
16640:26	131	7	yes	4.1	med	other	modified	i, i like some of his songs, though.	8	19
16640:26	51	7	yes	4.1	med	other	modified	i, i like some of his songs, though.	8	19
16640:26	195	6	yes	4.1	med	other	modified	i, i like some of his songs, though.	8	19
130994:56	187	3	no	6.4	new	other	modified	and, i guess he, he did some crazy thing  to get some extra money from the bank and then ran away, type of deal.	25	19
130994:56	145	4	no	6.4	new	other	modified	and, i guess he, he did some crazy thing  to get some extra money from the bank and then ran away, type of deal.	25	19
130994:56	223	1	no	6.4	new	other	modified	and, i guess he, he did some crazy thing  to get some extra money from the bank and then ran away, type of deal.	25	19
130994:56	106	1	no	6.4	new	other	modified	and, i guess he, he did some crazy thing  to get some extra money from the bank and then ran away, type of deal.	25	19
130994:56	149	2	no	6.4	new	other	modified	and, i guess he, he did some crazy thing  to get some extra money from the bank and then ran away, type of deal.	25	19
130994:56	77	1	no	6.4	new	other	modified	and, i guess he, he did some crazy thing  to get some extra money from the bank and then ran away, type of deal.	25	19
130994:56	237	1	no	6.4	new	other	modified	and, i guess he, he did some crazy thing  to get some extra money from the bank and then ran away, type of deal.	25	19
130994:56	34	1	no	6.4	new	other	modified	and, i guess he, he did some crazy thing  to get some extra money from the bank and then ran away, type of deal.	25	19
130994:56	136	2	no	6.4	new	other	modified	and, i guess he, he did some crazy thing  to get some extra money from the bank and then ran away, type of deal.	25	19
130994:56	162	1	no	6.4	new	other	modified	and, i guess he, he did some crazy thing  to get some extra money from the bank and then ran away, type of deal.	25	19
156060:102	54	6	yes	5.4	med	other	unmodified	well, you also have the very close related thing of the, uh, rain forest destruction which  is the main source of what 's clearing out the atmosphere and replacing some of the pollutants.	34	19
156060:102	41	6	yes	5.4	med	other	unmodified	well, you also have the very close related thing of the, uh, rain forest destruction which  is the main source of what 's clearing out the atmosphere and replacing some of the pollutants.	34	19
156060:102	127	4	yes	5.4	med	other	unmodified	well, you also have the very close related thing of the, uh, rain forest destruction which  is the main source of what 's clearing out the atmosphere and replacing some of the pollutants.	34	19
156060:102	102	7	yes	5.4	med	other	unmodified	well, you also have the very close related thing of the, uh, rain forest destruction which  is the main source of what 's clearing out the atmosphere and replacing some of the pollutants.	34	19
156060:102	90	5	yes	5.4	med	other	unmodified	well, you also have the very close related thing of the, uh, rain forest destruction which  is the main source of what 's clearing out the atmosphere and replacing some of the pollutants.	34	19
156060:102	103	7	yes	5.4	med	other	unmodified	well, you also have the very close related thing of the, uh, rain forest destruction which  is the main source of what 's clearing out the atmosphere and replacing some of the pollutants.	34	19
156060:102	187	4	yes	5.4	med	other	unmodified	well, you also have the very close related thing of the, uh, rain forest destruction which  is the main source of what 's clearing out the atmosphere and replacing some of the pollutants.	34	19
156060:102	164	6	yes	5.4	med	other	unmodified	well, you also have the very close related thing of the, uh, rain forest destruction which  is the main source of what 's clearing out the atmosphere and replacing some of the pollutants.	34	19
156060:102	123	5	yes	5.4	med	other	unmodified	well, you also have the very close related thing of the, uh, rain forest destruction which  is the main source of what 's clearing out the atmosphere and replacing some of the pollutants.	34	19
156060:102	84	1	yes	5.4	med	other	unmodified	well, you also have the very close related thing of the, uh, rain forest destruction which  is the main source of what 's clearing out the atmosphere and replacing some of the pollutants.	34	19
18285:38	46	2	no	6.3	med	other	modified	in fact, we put in some, uh, some more roses yesterday.	11	19
18285:38	187	2	no	6.3	med	other	modified	in fact, we put in some, uh, some more roses yesterday.	11	19
18285:38	136	1	no	6.3	med	other	modified	in fact, we put in some, uh, some more roses yesterday.	11	19
18285:38	214	3	no	6.3	med	other	modified	in fact, we put in some, uh, some more roses yesterday.	11	19
18285:38	199	2	no	6.3	med	other	modified	in fact, we put in some, uh, some more roses yesterday.	11	19
18285:38	143	1	no	6.3	med	other	modified	in fact, we put in some, uh, some more roses yesterday.	11	19
18285:38	72	3	no	6.3	med	other	modified	in fact, we put in some, uh, some more roses yesterday.	11	19
18285:38	113	1	no	6.3	med	other	modified	in fact, we put in some, uh, some more roses yesterday.	11	19
18285:38	67	1	no	6.3	med	other	modified	in fact, we put in some, uh, some more roses yesterday.	11	19
18285:38	122	2	no	6.3	med	other	modified	in fact, we put in some, uh, some more roses yesterday.	11	19
130584:43	187	5	no	5.7	new	other	modified	uh, the closest thing i did  was go to some like, uh, restored castles and stuff.	17	19
130584:43	199	3	no	5.7	new	other	modified	uh, the closest thing i did  was go to some like, uh, restored castles and stuff.	17	19
130584:43	182	1	no	5.7	new	other	modified	uh, the closest thing i did  was go to some like, uh, restored castles and stuff.	17	19
130584:43	214	3	no	5.7	new	other	modified	uh, the closest thing i did  was go to some like, uh, restored castles and stuff.	17	19
130584:43	131	1	no	5.7	new	other	modified	uh, the closest thing i did  was go to some like, uh, restored castles and stuff.	17	19
130584:43	207	3	no	5.7	new	other	modified	uh, the closest thing i did  was go to some like, uh, restored castles and stuff.	17	19
130584:43	159	7	no	5.7	new	other	modified	uh, the closest thing i did  was go to some like, uh, restored castles and stuff.	17	19
130584:43	136	1	no	5.7	new	other	modified	uh, the closest thing i did  was go to some like, uh, restored castles and stuff.	17	19
130584:43	113	1	no	5.7	new	other	modified	uh, the closest thing i did  was go to some like, uh, restored castles and stuff.	17	19
130584:43	165	2	no	5.7	new	other	modified	uh, the closest thing i did  was go to some like, uh, restored castles and stuff.	17	19
5140:15	146	3	no	6	med	other	unmodified	and that does take some time.	6	19
5140:15	187	4	no	6	med	other	unmodified	and that does take some time.	6	19
5140:15	193	1	no	6	med	other	unmodified	and that does take some time.	6	19
5140:15	151	1	no	6	med	other	unmodified	and that does take some time.	6	19
5140:15	52	3	no	6	med	other	unmodified	and that does take some time.	6	19
5140:15	35	2	no	6	med	other	unmodified	and that does take some time.	6	19
5140:15	103	1	no	6	med	other	unmodified	and that does take some time.	6	19
5140:15	109	2	no	6	med	other	unmodified	and that does take some time.	6	19
5140:15	113	1	no	6	med	other	unmodified	and that does take some time.	6	19
5140:15	191	3	no	6	med	other	unmodified	and that does take some time.	6	19
99355:10	192	7	yes	5.8	old	subject	unmodified	well, some of them, yes they do	7	19
99355:10	169	6	yes	5.8	old	subject	unmodified	well, some of them, yes they do	7	19
99355:10	61	5	yes	5.8	old	subject	unmodified	well, some of them, yes they do	7	19
99355:10	187	7	yes	5.8	old	subject	unmodified	well, some of them, yes they do	7	19
99355:10	172	5	yes	5.8	old	subject	unmodified	well, some of them, yes they do	7	19
99355:10	228	2	yes	5.8	old	subject	unmodified	well, some of them, yes they do	7	19
99355:10	98	7	yes	5.8	old	subject	unmodified	well, some of them, yes they do	7	19
99355:10	191	5	yes	5.8	old	subject	unmodified	well, some of them, yes they do	7	19
99355:10	147	6	yes	5.8	old	subject	unmodified	well, some of them, yes they do	7	19
99355:10	199	7	yes	5.8	old	subject	unmodified	well, some of them, yes they do	7	19
15261:29	94	4	no	5.9	old	subject	unmodified	i think that maybe that's why some people do it  is, uh, to see the other cultures or, you know and some of that.	25	19
15261:29	105	7	no	5.9	old	subject	unmodified	i think that maybe that's why some people do it  is, uh, to see the other cultures or, you know and some of that.	25	19
15261:29	103	6	no	5.9	old	subject	unmodified	i think that maybe that's why some people do it  is, uh, to see the other cultures or, you know and some of that.	25	19
15261:29	199	6	no	5.9	old	subject	unmodified	i think that maybe that's why some people do it  is, uh, to see the other cultures or, you know and some of that.	25	19
15261:29	160	1	no	5.9	old	subject	unmodified	i think that maybe that's why some people do it  is, uh, to see the other cultures or, you know and some of that.	25	19
15261:29	156	2	no	5.9	old	subject	unmodified	i think that maybe that's why some people do it  is, uh, to see the other cultures or, you know and some of that.	25	19
15261:29	169	5	no	5.9	old	subject	unmodified	i think that maybe that's why some people do it  is, uh, to see the other cultures or, you know and some of that.	25	19
15261:29	158	5	no	5.9	old	subject	unmodified	i think that maybe that's why some people do it  is, uh, to see the other cultures or, you know and some of that.	25	19
15261:29	187	4	no	5.9	old	subject	unmodified	i think that maybe that's why some people do it  is, uh, to see the other cultures or, you know and some of that.	25	19
15261:29	164	6	no	5.9	old	subject	unmodified	i think that maybe that's why some people do it  is, uh, to see the other cultures or, you know and some of that.	25	19
31317:82	184	4	no	5.5	med	other	modified	and while it had, you know, a few little grammatical problems, it wasn't very long and so forth. i thought it had some nice, well thought out, uh, parts to it.	31	19
31317:82	227	7	no	5.5	med	other	modified	and while it had, you know, a few little grammatical problems, it wasn't very long and so forth. i thought it had some nice, well thought out, uh, parts to it.	31	19
31317:82	169	1	no	5.5	med	other	modified	and while it had, you know, a few little grammatical problems, it wasn't very long and so forth. i thought it had some nice, well thought out, uh, parts to it.	31	19
31317:82	37	5	no	5.5	med	other	modified	and while it had, you know, a few little grammatical problems, it wasn't very long and so forth. i thought it had some nice, well thought out, uh, parts to it.	31	19
31317:82	187	1	no	5.5	med	other	modified	and while it had, you know, a few little grammatical problems, it wasn't very long and so forth. i thought it had some nice, well thought out, uh, parts to it.	31	19
31317:82	166	6	no	5.5	med	other	modified	and while it had, you know, a few little grammatical problems, it wasn't very long and so forth. i thought it had some nice, well thought out, uh, parts to it.	31	19
31317:82	103	6	no	5.5	med	other	modified	and while it had, you know, a few little grammatical problems, it wasn't very long and so forth. i thought it had some nice, well thought out, uh, parts to it.	31	19
31317:82	115	2	no	5.5	med	other	modified	and while it had, you know, a few little grammatical problems, it wasn't very long and so forth. i thought it had some nice, well thought out, uh, parts to it.	31	19
31317:82	199	2	no	5.5	med	other	modified	and while it had, you know, a few little grammatical problems, it wasn't very long and so forth. i thought it had some nice, well thought out, uh, parts to it.	31	19
31317:82	234	5	no	5.5	med	other	modified	and while it had, you know, a few little grammatical problems, it wasn't very long and so forth. i thought it had some nice, well thought out, uh, parts to it.	31	19
77887:17	211	6	no	5.9	med	other	unmodified	and so the kids in some ways are, are, are suffering a little bit, in that, uh, the model, the role models that  get the, the, the family issues that  get discussed , and all these, i think  are very important parts of them growing up,	49	19
77887:17	212	7	no	5.9	med	other	unmodified	and so the kids in some ways are, are, are suffering a little bit, in that, uh, the model, the role models that  get the, the, the family issues that  get discussed , and all these, i think  are very important parts of them growing up,	49	19
77887:17	187	3	no	5.9	med	other	unmodified	and so the kids in some ways are, are, are suffering a little bit, in that, uh, the model, the role models that  get the, the, the family issues that  get discussed , and all these, i think  are very important parts of them growing up,	49	19
77887:17	103	5	no	5.9	med	other	unmodified	and so the kids in some ways are, are, are suffering a little bit, in that, uh, the model, the role models that  get the, the, the family issues that  get discussed , and all these, i think  are very important parts of them growing up,	49	19
77887:17	158	5	no	5.9	med	other	unmodified	and so the kids in some ways are, are, are suffering a little bit, in that, uh, the model, the role models that  get the, the, the family issues that  get discussed , and all these, i think  are very important parts of them growing up,	49	19
77887:17	232	5	no	5.9	med	other	unmodified	and so the kids in some ways are, are, are suffering a little bit, in that, uh, the model, the role models that  get the, the, the family issues that  get discussed , and all these, i think  are very important parts of them growing up,	49	19
77887:17	192	7	no	5.9	med	other	unmodified	and so the kids in some ways are, are, are suffering a little bit, in that, uh, the model, the role models that  get the, the, the family issues that  get discussed , and all these, i think  are very important parts of them growing up,	49	19
77887:17	88	5	no	5.9	med	other	unmodified	and so the kids in some ways are, are, are suffering a little bit, in that, uh, the model, the role models that  get the, the, the family issues that  get discussed , and all these, i think  are very important parts of them growing up,	49	19
77887:17	186	7	no	5.9	med	other	unmodified	and so the kids in some ways are, are, are suffering a little bit, in that, uh, the model, the role models that  get the, the, the family issues that  get discussed , and all these, i think  are very important parts of them growing up,	49	19
77887:17	102	4	no	5.9	med	other	unmodified	and so the kids in some ways are, are, are suffering a little bit, in that, uh, the model, the role models that  get the, the, the family issues that  get discussed , and all these, i think  are very important parts of them growing up,	49	19
44694:37	187	3	no	5.6	med	subject	unmodified	uh, and, and, you know, some people might not believe that	11	19
44694:37	139	7	no	5.6	med	subject	unmodified	uh, and, and, you know, some people might not believe that	11	19
44694:37	86	7	no	5.6	med	subject	unmodified	uh, and, and, you know, some people might not believe that	11	19
44694:37	210	7	no	5.6	med	subject	unmodified	uh, and, and, you know, some people might not believe that	11	19
44694:37	223	7	no	5.6	med	subject	unmodified	uh, and, and, you know, some people might not believe that	11	19
44694:37	165	2	no	5.6	med	subject	unmodified	uh, and, and, you know, some people might not believe that	11	19
44694:37	143	6	no	5.6	med	subject	unmodified	uh, and, and, you know, some people might not believe that	11	19
44694:37	191	4	no	5.6	med	subject	unmodified	uh, and, and, you know, some people might not believe that	11	19
44694:37	233	5	no	5.6	med	subject	unmodified	uh, and, and, you know, some people might not believe that	11	19
44694:37	174	5	no	5.6	med	subject	unmodified	uh, and, and, you know, some people might not believe that	11	19
60034:130	82	4	no	6.4	new	other	modified	and then we'll have all, we'll have, we will have the money if we would do that to, to work on your own system because we've got some serious problems here	31	19
60034:130	201	4	no	6.4	new	other	modified	and then we'll have all, we'll have, we will have the money if we would do that to, to work on your own system because we've got some serious problems here	31	19
60034:130	159	2	no	6.4	new	other	modified	and then we'll have all, we'll have, we will have the money if we would do that to, to work on your own system because we've got some serious problems here	31	19
60034:130	134	4	no	6.4	new	other	modified	and then we'll have all, we'll have, we will have the money if we would do that to, to work on your own system because we've got some serious problems here	31	19
60034:130	187	5	no	6.4	new	other	modified	and then we'll have all, we'll have, we will have the money if we would do that to, to work on your own system because we've got some serious problems here	31	19
60034:130	87	1	no	6.4	new	other	modified	and then we'll have all, we'll have, we will have the money if we would do that to, to work on your own system because we've got some serious problems here	31	19
60034:130	102	1	no	6.4	new	other	modified	and then we'll have all, we'll have, we will have the money if we would do that to, to work on your own system because we've got some serious problems here	31	19
60034:130	185	3	no	6.4	new	other	modified	and then we'll have all, we'll have, we will have the money if we would do that to, to work on your own system because we've got some serious problems here	31	19
60034:130	126	1	no	6.4	new	other	modified	and then we'll have all, we'll have, we will have the money if we would do that to, to work on your own system because we've got some serious problems here	31	19
60034:130	221	5	no	6.4	new	other	modified	and then we'll have all, we'll have, we will have the money if we would do that to, to work on your own system because we've got some serious problems here	31	19
88070:6	187	2	no	4	med	subject	unmodified	and some, people don't even own a car and know how to drive a car .	16	19
88070:6	193	7	no	4	med	subject	unmodified	and some, people don't even own a car and know how to drive a car .	16	19
88070:6	102	6	no	4	med	subject	unmodified	and some, people don't even own a car and know how to drive a car .	16	19
88070:6	155	6	no	4	med	subject	unmodified	and some, people don't even own a car and know how to drive a car .	16	19
88070:6	90	7	no	4	med	subject	unmodified	and some, people don't even own a car and know how to drive a car .	16	19
88070:6	85	7	no	4	med	subject	unmodified	and some, people don't even own a car and know how to drive a car .	16	19
88070:6	72	6	no	4	med	subject	unmodified	and some, people don't even own a car and know how to drive a car .	16	19
88070:6	113	7	no	4	med	subject	unmodified	and some, people don't even own a car and know how to drive a car .	16	19
88070:6	131	7	no	4	med	subject	unmodified	and some, people don't even own a car and know how to drive a car .	16	19
88070:6	167	4	no	4	med	subject	unmodified	and some, people don't even own a car and know how to drive a car .	16	19
146618:32	187	5	yes	5	med	other	modified	and then you would see see some of the others that  are were like distant from the other group	20	19
