Time,Participant,Condition,Item,Response.orig,Response,RT,Weaker,Stronger,Sentence frame,scalar_construction,scalar_construction_prefix
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,32,Yes.,1,4689,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,32,Yes.,1,2047,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,32,No.,0,5825,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,32,Yes.,1,7358,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,32,Yes.,1,3870,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,32,No.,0,5846,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,32,No.,0,5145,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,32,Yes.,1,4144,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,32,Yes.,1,3406,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,32,No.,0,16334,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,32,No.,0,1945,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,32,Yes.,1,6348,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,32,No.,0,6987,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,32,Yes.,1,22142,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,32,No.,0,10436,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,32,No.,0,5076,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,32,No.,0,4249,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,32,No.,0,3834,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,32,No.,0,4369,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,32,Yes.,1,3568,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,32,No.,0,87254,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,32,No.,0,7450,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,32,Yes.,1,7031,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,32,Yes.,1,2649,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,32,Yes.,1,8930,palatable,delicious,The wine is palatable.,"The wine is palatable, but not delicious.","The wine is palatable, but not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,33,Yes.,1,4180,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,33,Yes.,1,1790,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,33,Yes.,1,5632,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,33,Yes.,1,4623,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,33,Yes.,1,2988,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,33,Yes.,1,3821,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,33,Yes.,1,5143,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,33,Yes.,1,2831,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615668744,e88be932185082540d96daffce2556dc,ESI,33,Yes.,1,3273,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,33,Yes.,1,2683,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,33,Yes.,1,3552,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,33,Yes.,1,2634,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,33,Yes.,1,6167,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,33,Yes.,1,1671,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,33,Yes.,1,3735,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,33,Yes.,1,4594,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,33,Yes.,1,2421,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,33,Yes.,1,5374,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,33,Yes.,1,4958,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,33,No.,0,7657,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,33,Yes.,1,2663,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,33,Yes.,1,6049,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,33,Yes.,1,4204,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,33,Yes.,1,4002,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,33,Yes.,1,3461,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,33,Yes.,1,3476,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,33,Yes.,1,5010,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,33,Yes.,1,5065,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,33,Yes.,1,7342,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,33,Yes.,1,5453,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,33,Yes.,1,2507,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,33,No.,0,2424,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,33,Yes.,1,3458,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,33,Yes.,1,7314,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,33,Yes.,1,6225,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,33,Yes.,1,3676,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,33,Yes.,1,6275,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,33,Yes.,1,2266,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,33,Yes.,1,4340,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,33,Yes.,1,8882,partially,completely,The tank is partially full.,"The tank is partially full, but not completely.","The tank is partially full, but not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,34,Yes.,1,5708,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,34,Yes.,1,2592,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,34,No.,0,10748,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615663245,b981462144525ca196fda66f6810f02e,ESI,34,Yes.,1,4790,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615668280,e15d0569159051f0b33deff1c830134b,ESI,34,Yes.,1,2188,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,34,Yes.,1,7082,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615668658,f291de33e558d978a70537d0e62d483c,ESI,34,Yes.,1,5266,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,34,Yes.,1,6741,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615668744,e88be932185082540d96daffce2556dc,ESI,34,Yes.,1,3177,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,34,No.,0,4533,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615668970,38623486e30ff1dbd78928529537a036,ESI,34,Yes.,1,4730,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,34,No.,0,4823,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,34,Yes.,1,7170,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,34,Yes.,1,1688,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,34,Yes.,1,42498,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,34,No.,0,3473,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,34,No.,0,3866,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,34,No.,0,5357,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,34,No.,0,6093,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,34,No.,0,3279,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,34,No.,0,13772,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,34,Yes.,1,6270,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,34,Yes.,1,6658,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,34,Yes.,1,2954,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,34,Yes.,1,4065,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615670373,15747ac9317be0d944d63f71361af567,ESI,34,No.,0,5733,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,34,Yes.,1,8018,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,34,Yes.,1,5606,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,34,Yes.,1,14558,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,34,No.,0,14093,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,34,No.,0,3803,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,34,Yes.,1,1947,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,34,Yes.,1,3141,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,34,Yes.,1,8735,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,34,Yes.,1,8738,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,34,Yes.,1,3894,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615671237,45e427b66eed558aeb3a082711b42602,ESI,34,No.,0,6868,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,34,Yes.,1,4846,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,34,No.,0,6070,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,34,Yes.,1,12814,permit,require,The club permits dancing.,"The club permits dancing, but does not require it.","The club permits dancing, but does not"
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,35,No.,0,4092,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,35,No.,0,5017,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,35,No.,0,5230,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,35,No.,0,5982,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,35,No.,0,3767,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,35,Yes.,1,735,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,35,No.,0,10561,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,35,No.,0,4873,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615668744,e88be932185082540d96daffce2556dc,ESI,35,No.,0,4811,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,35,No.,0,4408,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,35,No.,0,16129,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,35,No.,0,4913,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,35,No.,0,8965,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,35,No.,0,14348,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,35,No.,0,2601,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,35,No.,0,3763,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,35,No.,0,3936,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,35,No.,0,4436,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,35,No.,0,8554,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,35,No.,0,7695,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,35,No.,0,3192,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,35,No.,0,8727,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,35,No.,0,4409,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,35,No.,0,29887,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,35,No.,0,6955,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,35,No.,0,10372,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,35,No.,0,7738,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,35,Yes.,1,5614,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,35,No.,0,12573,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,35,No.,0,6161,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,35,No.,0,3629,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,35,No.,0,7346,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,35,No.,0,4730,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,35,No.,0,11689,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,35,No.,0,10975,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,35,No.,0,3338,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,35,No.,0,12926,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,35,No.,0,6213,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,35,No.,0,5119,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,35,No.,0,11140,polished,impeccable,Ann's speech was polished.,"Ann's speech was polished, but not impeccable.","Ann's speech was polished, but not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,36,Yes.,1,8133,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,36,Yes.,1,2581,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,36,Yes.,1,6685,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,36,Yes.,1,4573,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,36,Yes.,1,3048,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,36,Yes.,1,4788,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,36,Yes.,1,11708,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,36,Yes.,1,7845,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615668744,e88be932185082540d96daffce2556dc,ESI,36,Yes.,1,4749,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,36,Yes.,1,4132,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,36,Yes.,1,2583,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,36,Yes.,1,3068,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,36,Yes.,1,5457,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,36,No.,0,1119,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,36,Yes.,1,2625,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,36,Yes.,1,2725,possible,certain,Success is possible.,"Success is possible, but not certain.","Success is possible, but not "
